173 -> 1187 # ('tile.bop.longGrass', 'BiomesOPlenty:longGrass', 'namespace') 
# 3706 -> (None, 'tile.carpentry_', 'tile.carpentry_', 'no match')
# 3707 -> (None, 'tile.null________________________________________________', 'tile.null________________________________________________', 'no match')
# 3708 -> (None, 'tile.null_________________________________________________', 'tile.null_________________________________________________', 'no match')
3709 -> 1316 # ('tile.null__________________________________________________', 'Forestry ExtraTrees gate Fir Gate/ExtrabiomesXL:fencegate_acacia', 'direct') 
3710 -> 2711 # ('tile.null___________________________________________________', 'Forestry ExtraTrees door Fir Door/malisisdoors:door_acacia', 'direct') 
4002 -> 2411 # ('tile.apiaristMachine', 'gendustry:IndustrialApiary', 'manual') 
# 4003 -> (None, 'tile.geneticMachine', 'tile.geneticMachine', 'no match')
# 4004 -> (None, 'tile.advGeneticMachine', 'tile.advGeneticMachine', 'no match')
# 4056 -> (None, 'item.woodenGearItem', 'woodenGearItem', 'no match')
# 4057 -> (None, 'item.stoneGearItem', 'stoneGearItem', 'no match')
# 4058 -> (None, 'item.ironGearItem', 'ironGearItem', 'no match')
# 4059 -> (None, 'item.goldGearItem', 'goldGearItem', 'no match')
# 4060 -> (None, 'item.diamondGearItem', 'diamondGearItem', 'no match')
4061 -> 5525 # ('item.templateItem', 'BuildCraft|Builders:templateItem', 'anyspace') 
4062 -> 5467 # ('item.wrenchItem', 'BuildCraft|Core:wrenchItem', 'anyspace') 
4063 -> 5523 # ('item.bucketOil', 'BuildCraft|Energy:bucketOil', 'anyspace') 
4064 -> 2546 # ('item.fuel', 'PneumaticCraft:fuel', 'anyspace') 
4065 -> 5472 # ('item.pipeWaterproof', 'BuildCraft|Transport:pipeWaterproof', 'anyspace') 
4066 -> 5524 # ('item.bucketFuel', 'BuildCraft|Energy:bucketFuel', 'anyspace') 
4067 -> 5511 # ('item.pipeGate', 'BuildCraft|Transport:pipeGate', 'anyspace') 
# 4069 -> (None, 'item.redPipeWire', 'redPipeWire', 'no match')
# 4070 -> (None, 'item.bluePipeWire', 'bluePipeWire', 'no match')
# 4071 -> (None, 'item.greenPipeWire', 'greenPipeWire', 'no match')
# 4072 -> (None, 'item.yellowPipeWire', 'yellowPipeWire', 'no match')
4073 -> 5517 # ('item.redstoneChipset', 'BuildCraft|Silicon:redstoneChipset', 'anyspace') 
4074 -> 5526 # ('item.blueprintItem', 'BuildCraft|Builders:blueprintItem', 'anyspace') 
4091 -> 560 # ('tile.null____________________________________________________', 'MineFactoryReloaded ID.FakeLaser/MineFactoryReloaded:laserair', 'direct') 
4092 -> 537 # ('tile.mfr.machine.2', 'MineFactoryReloaded:machine.2', 'namespace') 
4093 -> 2324 # ('tile.null_____________________________________________________', "Flan's Mod Weapons Box/flansmod:gunBox.american", 'direct') 
4094 -> 2322 # ('tile.teamsSpawner', 'flansmod:teamsSpawner', 'anyspace') 
# 4095 -> (None, 'tile.flansCraftingBench', 'tile.flansCraftingBench', 'no match')
# 4107 -> (None, 'item.mod_SRM.SecretIronDoorItem', 'mod_SRM.SecretIronDoorItem', 'no match')
# 4108 -> (None, 'item.mod_SRM.CamoflaugePaste', 'mod_SRM.CamoflaugePaste', 'no match')
# 4256 -> (None, 'item.ccdisk', 'ccdisk', 'no match')
# 4257 -> (None, 'item.ccdisk_', 'ccdisk_', 'no match')
# 4258 -> (None, 'item.ccprintout', 'ccprintout', 'no match')
# 4306 -> (None, 'item.PipeItemsWood', 'PipeItemsWood', 'no match')
# 4307 -> (None, 'item.PipeItemsCobblestone', 'PipeItemsCobblestone', 'no match')
# 4308 -> (None, 'item.PipeItemsStone', 'PipeItemsStone', 'no match')
# 4309 -> (None, 'item.PipeItemsIron', 'PipeItemsIron', 'no match')
# 4310 -> (None, 'item.PipeItemsGold', 'PipeItemsGold', 'no match')
# 4311 -> (None, 'item.PipeItemsDiamond', 'PipeItemsDiamond', 'no match')
# 4312 -> (None, 'item.PipeItemsObsidian', 'PipeItemsObsidian', 'no match')
# 4313 -> (None, 'item.PipeLiquidsWood', 'PipeLiquidsWood', 'no match')
# 4314 -> (None, 'item.PipeLiquidsCobblestone', 'PipeLiquidsCobblestone', 'no match')
# 4315 -> (None, 'item.PipeLiquidsStone', 'PipeLiquidsStone', 'no match')
# 4316 -> (None, 'item.PipeLiquidsIron', 'PipeLiquidsIron', 'no match')
# 4317 -> (None, 'item.PipeLiquidsGold', 'PipeLiquidsGold', 'no match')
# 4320 -> (None, 'item.PipePowerWood', 'PipePowerWood', 'no match')
# 4322 -> (None, 'item.PipePowerStone', 'PipePowerStone', 'no match')
# 4324 -> (None, 'item.PipePowerGold', 'PipePowerGold', 'no match')
# 4328 -> (None, 'item.PipeStructureCobblestone', 'PipeStructureCobblestone', 'no match')
# 4329 -> (None, 'item.PipeItemsEmerald', 'PipeItemsEmerald', 'no match')
# 4330 -> (None, 'item.PipeLiquidsEmerald', 'PipeLiquidsEmerald', 'no match')
# 4358 -> (None, 'item.marshmallowFood', 'marshmallowFood', 'no match')
# 4362 -> (None, 'item.mod_SRM.SecretWoodenDoorItem', 'mod_SRM.SecretWoodenDoorItem', 'no match')
# 4372 -> (None, 'item.AppEng.Tools.MassCannon', 'appliedenergistics2:item.Tools.MassCannon', 'no match')
# 4373 -> (None, 'AppEng.Items.*', 'AppEng.Items.*', 'no match')
# 4461 -> (None, 'AppEng.Items.*_', 'AppEng.Items.*_', 'no match')
4462 -> 2759 # ('item.null', 'malisisdoors:null', 'anyspace') 
# 4463 -> (None, 'item.AppEng.Tools.EntropyAccelerator', 'appliedenergistics2:item.Tools.EntropyAccelerator', 'no match')
# 4464 -> (None, 'item.AppEng.Tools.VibrationCatalyst', 'appliedenergistics2:item.Tools.VibrationCatalyst', 'no match')
# 4465 -> (None, 'item.AppEng.Tools.QuartzAxe', 'appliedenergistics2:item.Tools.QuartzAxe', 'no match')
# 4466 -> (None, 'item.AppEng.Tools.QuartzHoe', 'appliedenergistics2:item.Tools.QuartzHoe', 'no match')
# 4467 -> (None, 'item.AppEng.Tools.QuartzShovel', 'appliedenergistics2:item.Tools.QuartzShovel', 'no match')
# 4468 -> (None, 'item.AppEng.Tools.QuartzPickAxe', 'appliedenergistics2:item.Tools.QuartzPickAxe', 'no match')
# 4469 -> (None, 'item.AppEng.Tools.QuartzSword', 'appliedenergistics2:item.Tools.QuartzSword', 'no match')
# 4470 -> (None, 'item.AppEng.Tools.QuartzWrench', 'appliedenergistics2:item.Tools.QuartzWrench', 'no match')
# 4471 -> (None, 'item.AppEng.Tools.QuartzCuttingKnife', 'appliedenergistics2:item.Tools.QuartzCuttingKnife', 'no match')
# 4511 -> (None, 'item.PSLBLU', 'PSLBLU', 'no match')
# 4561 -> (None, 'item.APH', 'APH', 'no match')
# 4562 -> (None, 'item.GPH', 'GPH', 'no match')
# 4609 -> (None, 'item.CPB', 'CPB', 'no match')
# 4771 -> (None, 'item.PFRD', 'PFRD', 'no match')
5014 -> 6148 # ('item.tool', 'ImmersiveEngineering:tool', 'anyspace') 
# 5157 -> (None, 'item.fireStaff', 'fireStaff', 'no match')
# 5158 -> (None, 'item.enderStaff', 'enderStaff', 'no match')
# 5159 -> (None, 'item.lightningStaff', 'lightningStaff', 'no match')
# 5160 -> (None, 'item.poisonGun', 'poisonGun', 'no match')
# 5161 -> (None, 'item.sacredEye', 'sacredEye', 'no match')
# 5162 -> (None, 'item.iceStaff', 'iceStaff', 'no match')
# 5163 -> (None, 'item.slowingSnowball', 'slowingSnowball', 'no match')
# 5256 -> (None, 'item.itemLightBulb', 'itemLightBulb', 'no match')
# 5257 -> (None, 'item.mantlePieceUnf', 'mantlePieceUnf', 'no match')
# 5258 -> (None, 'item.ceramicPanelUnf', 'ceramicPanelUnf', 'no match')
# 5259 -> (None, 'item.itemCeramicPanel', 'itemCeramicPanel', 'no match')
# 5260 -> (None, 'item.itemWMDrum', 'itemWMDrum', 'no match')
# 5261 -> (None, 'item.itemBlindPart', 'itemBlindPart', 'no match')
# 5346 -> (None, 'item.Piece Mover', 'Piece Mover', 'no match')
# 5927 -> (None, 'item.itemRiftRemover', 'itemRiftRemover', 'no match')
# 5928 -> (None, 'item.itemStableFabric', 'itemStableFabric', 'no match')
# 5929 -> (None, 'item.itemChaosDoor', 'itemChaosDoor', 'no match')
# 5930 -> (None, 'item.itemDimDoor', 'itemDimDoor', 'no match')
# 5931 -> (None, 'item.itemLinkSignature', 'itemLinkSignature', 'no match')
# 5932 -> (None, 'item.ItemRiftBlade', 'ItemRiftBlade', 'no match')
# 5933 -> (None, 'item.itemStabilizedRiftSig', 'itemStabilizedRiftSig', 'no match')
# 5934 -> (None, 'item.itemDimDoorWarp', 'itemDimDoorWarp', 'no match')
# 6257 -> (None, 'item.omniwrench', 'omniwrench', 'no match')
# 6258 -> (None, 'item.artifact', 'artifact', 'no match')
# 6276 -> (None, 'item.malachitePick', 'malachitePick', 'no match')
# 6277 -> (None, 'item.malachiteAxe', 'malachiteAxe', 'no match')
# 6278 -> (None, 'item.malachiteShovel', 'malachiteShovel', 'no match')
# 6279 -> (None, 'item.malachiteSword', 'malachiteSword', 'no match')
# 6280 -> (None, 'item.malachiteHoe', 'malachiteHoe', 'no match')
# 6281 -> (None, 'item.ashstonePick', 'ashstonePick', 'no match')
# 6282 -> (None, 'item.ashstoneAxe', 'ashstoneAxe', 'no match')
# 6283 -> (None, 'item.ashstoneAxe_', 'ashstoneAxe_', 'no match')
# 6284 -> (None, 'item.ashstoneSword', 'ashstoneSword', 'no match')
# 6285 -> (None, 'item.ashstoneHoe', 'ashstoneHoe', 'no match')
# 6286 -> (None, 'item.dragonstonePick', 'dragonstonePick', 'no match')
# 6287 -> (None, 'item.dragonstoneAxe', 'dragonstoneAxe', 'no match')
# 6288 -> (None, 'item.dragonstoneShovel', 'dragonstoneShovel', 'no match')
# 6289 -> (None, 'item.dragonstoneSword', 'dragonstoneSword', 'no match')
# 6290 -> (None, 'item.dragonstoneHoe', 'dragonstoneHoe', 'no match')
# 6291 -> (None, 'item.argonitePick', 'argonitePick', 'no match')
# 6292 -> (None, 'item.argoniteAxe', 'argoniteAxe', 'no match')
# 6293 -> (None, 'item.argoniteShovel', 'argoniteShovel', 'no match')
# 6294 -> (None, 'item.argoniteSword', 'argoniteSword', 'no match')
# 6295 -> (None, 'item.argoniteHoe', 'argoniteHoe', 'no match')
# 6296 -> (None, 'item.fyriteSword', 'fyriteSword', 'no match')
# 6297 -> (None, 'item.illumeniteSword', 'illumeniteSword', 'no match')
# 6306 -> (None, 'item.fyriteHelm', 'fyriteHelm', 'no match')
# 6307 -> (None, 'item.fyriteChest', 'fyriteChest', 'no match')
# 6308 -> (None, 'item.fyriteLegs', 'fyriteLegs', 'no match')
# 6309 -> (None, 'item.fyriteBoots', 'fyriteBoots', 'no match')
# 6310 -> (None, 'item.malachiteHelm', 'malachiteHelm', 'no match')
# 6311 -> (None, 'item.malachiteChest', 'malachiteChest', 'no match')
# 6312 -> (None, 'item.malachiteLegs', 'malachiteLegs', 'no match')
# 6313 -> (None, 'item.malachiteBoots', 'malachiteBoots', 'no match')
# 6314 -> (None, 'item.illumeniteHelm', 'illumeniteHelm', 'no match')
# 6315 -> (None, 'item.illumeniteChest', 'illumeniteChest', 'no match')
# 6316 -> (None, 'item.illumeniteLegs', 'illumeniteLegs', 'no match')
# 6317 -> (None, 'item.illumeniteBoots', 'illumeniteBoots', 'no match')
# 6318 -> (None, 'item.dragonstoneHelm', 'dragonstoneHelm', 'no match')
# 6319 -> (None, 'item.dragonstoneChest', 'dragonstoneChest', 'no match')
# 6320 -> (None, 'item.dragonstoneLegs', 'dragonstoneLegs', 'no match')
# 6321 -> (None, 'item.dragonstoneBoots', 'dragonstoneBoots', 'no match')
# 6322 -> (None, 'item.fyriteIngot', 'fyriteIngot', 'no match')
# 6323 -> (None, 'item.malachiteIngot', 'malachiteIngot', 'no match')
# 6324 -> (None, 'item.ashstoneGem', 'ashstoneGem', 'no match')
# 6325 -> (None, 'item.illumeniteIngot', 'illumeniteIngot', 'no match')
# 6326 -> (None, 'item.dragonstoneGem', 'dragonstoneGem', 'no match')
# 6327 -> (None, 'item.argoniteIngot', 'argoniteIngot', 'no match')
# 7119 -> (None, 'item.brokenItem', 'brokenItem', 'no match')
# 7120 -> (None, 'item.logisticsLiquidContainer', 'logisticsLiquidContainer', 'no match')
# 7121 -> (None, 'item.upgradeManagerItem', 'upgradeManagerItem', 'no match')
7122 -> 9204 # ('item.itemUpgrade', 'IC2NuclearControl:ItemUpgrade', 'anyspace') 
# 7123 -> (None, 'item.logisticsParts', 'logisticsParts', 'no match')
# 7124 -> (None, 'item.logisticsHUDGlasses', 'logisticsHUDGlasses', 'no match')
# 7125 -> (None, 'item.logisticsItemCard', 'logisticsItemCard', 'no match')
# 7126 -> (None, 'item.itemDisk', 'itemDisk', 'no match')
# 7127 -> (None, 'item.itemModule', 'itemModule', 'no match')
# 7128 -> (None, 'item.remoteOrdererItem', 'remoteOrdererItem', 'no match')
7129 -> 6727 # ('item.networkMonitorItem', 'rftools:networkMonitorItem', 'anyspace') 
# 7130 -> (None, 'item.PipeItemsBasicLogistics', 'PipeItemsBasicLogistics', 'no match')
# 7131 -> (None, 'item.PipeItemsRequestLogistics', 'PipeItemsRequestLogistics', 'no match')
# 7132 -> (None, 'item.PipeItemsProviderLogistics', 'PipeItemsProviderLogistics', 'no match')
# 7133 -> (None, 'item.PipeItemsCraftingLogistics', 'PipeItemsCraftingLogistics', 'no match')
# 7134 -> (None, 'item.PipeItemsSatelliteLogistics', 'PipeItemsSatelliteLogistics', 'no match')
# 7135 -> (None, 'item.PipeItemsSupplierLogistics', 'PipeItemsSupplierLogistics', 'no match')
# 7137 -> (None, 'item.PipeLogisticsChassiMk1', 'PipeLogisticsChassiMk1', 'no match')
# 7138 -> (None, 'item.PipeLogisticsChassiMk2', 'PipeLogisticsChassiMk2', 'no match')
# 7139 -> (None, 'item.PipeLogisticsChassiMk3', 'PipeLogisticsChassiMk3', 'no match')
# 7140 -> (None, 'item.PipeLogisticsChassiMk4', 'PipeLogisticsChassiMk4', 'no match')
# 7141 -> (None, 'item.PipeLogisticsChassiMk5', 'PipeLogisticsChassiMk5', 'no match')
# 7142 -> (None, 'item.PipeItemsLiquidSupplier', 'PipeItemsLiquidSupplier', 'no match')
# 7143 -> (None, 'item.PipeItemsCraftingLogisticsMk2', 'PipeItemsCraftingLogisticsMk2', 'no match')
# 7144 -> (None, 'item.PipeItemsRequestLogisticsMk2', 'PipeItemsRequestLogisticsMk2', 'no match')
# 7145 -> (None, 'item.PipeItemsRemoteOrdererLogistics', 'PipeItemsRemoteOrdererLogistics', 'no match')
# 7146 -> (None, 'item.PipeItemsProviderLogisticsMk2', 'PipeItemsProviderLogisticsMk2', 'no match')
# 7147 -> (None, 'item.PipeItemsApiaristAnalyser', 'PipeItemsApiaristAnalyser', 'no match')
# 7148 -> (None, 'item.PipeItemsApiaristSink', 'PipeItemsApiaristSink', 'no match')
# 7149 -> (None, 'item.PipeItemsInvSysConnector', 'PipeItemsInvSysConnector', 'no match')
# 7150 -> (None, 'item.PipeItemsSystemEntranceLogistics', 'PipeItemsSystemEntranceLogistics', 'no match')
# 7151 -> (None, 'item.PipeItemsSystemDestinationLogistics', 'PipeItemsSystemDestinationLogistics', 'no match')
# 7152 -> (None, 'item.PipeItemsCraftingLogisticsMk3', 'PipeItemsCraftingLogisticsMk3', 'no match')
# 7153 -> (None, 'item.PipeItemsFirewall', 'PipeItemsFirewall', 'no match')
# 7154 -> (None, 'item.PipeBlockRequestTable', 'PipeBlockRequestTable', 'no match')
# 7156 -> (None, 'item.CraftingSignCreator', 'CraftingSignCreator', 'no match')
# 7157 -> (None, 'item.LogisticsLiquidConnectorPipe', 'LogisticsLiquidConnectorPipe', 'no match')
# 7158 -> (None, 'item.PipeLiquidBasic', 'PipeLiquidBasic', 'no match')
# 7159 -> (None, 'item.PipeLiquidInsertion', 'PipeLiquidInsertion', 'no match')
# 7160 -> (None, 'item.PipeLiquidProvider', 'PipeLiquidProvider', 'no match')
# 7161 -> (None, 'item.PipeLiquidRequestLogistics', 'PipeLiquidRequestLogistics', 'no match')
# 7162 -> (None, 'item.PipeLiquidExtractor', 'PipeLiquidExtractor', 'no match')
# 7163 -> (None, 'item.PipeLiquidSatellite', 'PipeLiquidSatellite', 'no match')
# 7164 -> (None, 'item.PipeLiquidSupplierMk2', 'PipeLiquidSupplierMk2', 'no match')
# 7256 -> (None, 'item.gemForce', 'gemForce', 'no match')
# 7257 -> (None, 'item.ingotForce', 'ingotForce', 'no match')
# 7258 -> (None, 'item.goldenPower', 'goldenPower', 'no match')
# 7259 -> (None, 'item.forceShard', 'forceShard', 'no match')
# 7260 -> (None, 'item.clipboard', 'clipboard', 'no match')
# 7261 -> (None, 'item.forceCap', 'forceCap', 'no match')
# 7262 -> (None, 'item.forceTunic', 'forceTunic', 'no match')
# 7263 -> (None, 'item.forcePants', 'forcePants', 'no match')
# 7264 -> (None, 'item.forceBoots', 'forceBoots', 'no match')
# 7265 -> (None, 'item.forceArrow', 'forceArrow', 'no match')
# 7266 -> (None, 'item.fortuneCookie', 'fortuneCookie', 'no match')
# 7267 -> (None, 'item.fortune', 'fortune', 'no match')
# 7268 -> (None, 'item.forcePack', 'forcePack', 'no match')
# 7269 -> (None, 'item.forceTome', 'forceTome', 'no match')
# 7270 -> (None, 'item.forceSword', 'forceSword', 'no match')
# 7271 -> (None, 'item.forceRod', 'forceRod', 'no match')
# 7272 -> (None, 'item.powerSaw', 'powerSaw', 'no match')
# 7273 -> (None, 'item.powerDrill', 'powerDrill', 'no match')
# 7274 -> (None, 'item.forcePickaxe', 'forcePickaxe', 'no match')
7275 -> 6862 # ('item.upgradeCore', 'JABBA:upgradeCore', 'anyspace') 
# 7276 -> (None, 'item.nuggetForce', 'nuggetForce', 'no match')
# 7277 -> (None, 'item.forceSpade', 'forceSpade', 'no match')
# 7278 -> (None, 'item.forceStick', 'forceStick', 'no match')
# 7279 -> (None, 'item.forceAxe', 'forceAxe', 'no match')
# 7280 -> (None, 'item.forceGear', 'forceGear', 'no match')
# 7281 -> (None, 'item.forceBow', 'forceBow', 'no match')
# 7282 -> (None, 'item.forceShears', 'forceShears', 'no match')
# 7283 -> (None, 'item.cratedForceGems', 'cratedForceGems', 'no match')
# 7284 -> (None, 'item.enderPack', 'enderPack', 'no match')
# 7285 -> (None, 'item.rawLambchop', 'rawLambchop', 'no match')
# 7286 -> (None, 'item.cookedLambchop', 'cookedLambchop', 'no match')
# 7287 -> (None, 'item.liquidForce', 'liquidForce', 'no match')
# 7288 -> (None, 'item.forceBucket', 'forceBucket', 'no match')
# 7289 -> (None, 'item.forceContainer', 'forceContainer', 'no match')
# 7290 -> (None, 'item.milkContainer', 'milkContainer', 'no match')
# 7291 -> (None, 'item.forceBelt', 'forceBelt', 'no match')
# 7292 -> (None, 'item.entityBottle', 'entityBottle', 'no match')
# 7293 -> (None, 'item.forceFlask', 'forceFlask', 'no match')
# 7294 -> (None, 'item.forceWrench', 'forceWrench', 'no match')
# 7295 -> (None, 'item.forceMitts', 'forceMitts', 'no match')
# 7296 -> (None, 'item.memberCard', 'memberCard', 'no match')
# 7297 -> (None, 'item.lootBag', 'lootBag', 'no match')
# 7298 -> (None, 'item.magnet', 'magnet', 'no match')
# 7299 -> (None, 'item.itemTear', 'itemTear', 'no match')
# 7300 -> (None, 'item.itemClaw', 'itemClaw', 'no match')
# 7301 -> (None, 'item.inertCore', 'inertCore', 'no match')
# 7303 -> (None, 'item.forcePipe', 'forcePipe', 'no match')
# 7304 -> (None, 'item.soulWafer', 'soulWafer', 'no match')
# 7305 -> (None, 'item.tileBox', 'tileBox', 'no match')
7756 -> 5559 # ('item.railcraft.dust', 'Railcraft:dust', 'namespace') 
7757 -> 5557 # ('item.railcraft.fuel.coke', 'Railcraft:fuel.coke', 'namespace') 
7758 -> 5577 # ('item.railcraft.upgrade.lapotron', 'Railcraft:upgrade.lapotron', 'namespace') 
7759 -> 5583 # ('item.railcraft.cart.anchor', 'Railcraft:cart.anchor', 'namespace') 
7760 -> 5578 # ('item.railcraft.cart.energy.batbox', 'Railcraft:cart.energy.batbox', 'namespace') 
7761 -> 5567 # ('item.railcraft.cart.bore', 'Railcraft:cart.bore', 'namespace') 
7762 -> 5579 # ('item.railcraft.cart.energy.mfe', 'Railcraft:cart.energy.mfe', 'namespace') 
# 7763 -> (None, 'item.railcraft.cart.energy.mfsu', 'Railcraft:cart.energy.mfsu', 'no match')
7764 -> 5586 # ('item.railcraft.cart.pumpkin', 'Railcraft:cart.pumpkin', 'namespace') 
7765 -> 5575 # ('item.railcraft.cart.tank', 'Railcraft:cart.tank', 'namespace') 
7767 -> 5571 # ('item.railcraft.cart.track.relayer', 'Railcraft:cart.track.relayer', 'namespace') 
7768 -> 5572 # ('item.railcraft.cart.undercutter', 'Railcraft:cart.undercutter', 'namespace') 
7769 -> 5561 # ('item.railcraft.cart.work', 'Railcraft:cart.work', 'namespace') 
# 7770 -> (None, 'item.railcraft.liquid.creosote.bottle', 'Railcraft:liquid.creosote.bottle', 'no match')
# 7771 -> (None, 'item.railcraft.liquid.creosote.bucket', 'Railcraft:liquid.creosote.bucket', 'no match')
# 7772 -> (None, 'item.railcraft.liquid.creosote.can', 'Railcraft:liquid.creosote.can', 'no match')
# 7773 -> (None, 'item.railcraft.liquid.creosote.liquid', 'Railcraft:liquid.creosote.liquid', 'no match')
# 7774 -> (None, 'item.railcraft.liquid.creosote.refactory', 'Railcraft:liquid.creosote.refactory', 'no match')
# 7775 -> (None, 'item.railcraft.liquid.creosote.wax', 'Railcraft:liquid.creosote.wax', 'no match')
# 7776 -> (None, 'item.railcraft.liquid.steam', 'Railcraft:liquid.steam', 'no match')
7777 -> 5539 # ('item.railcraft.part.circuit', 'Railcraft:part.circuit', 'namespace') 
7778 -> 5593 # ('item.railcraft.routing.ticket.gold', 'Railcraft:routing.ticket.gold', 'namespace') 
# 7779 -> (None, 'item.railcraft.part.gear', 'Railcraft:part.gear', 'no match')
7780 -> 5552 # ('item.railcraft.ingot', 'Railcraft:ingot', 'namespace') 
7781 -> 5558 # ('item.railcraft.part.plate', 'Railcraft:part.plate', 'namespace') 
7782 -> 5556 # ('item.railcraft.part.rail', 'Railcraft:part.rail', 'namespace') 
7783 -> 5553 # ('item.railcraft.part.railbed', 'Railcraft:part.railbed', 'namespace') 
7784 -> 5555 # ('item.railcraft.part.rebar', 'Railcraft:part.rebar', 'namespace') 
7785 -> 5565 # ('item.railcraft.part.signal.lamp', 'Railcraft:part.signal.lamp', 'namespace') 
7786 -> 5554 # ('item.railcraft.part.tie', 'Railcraft:part.tie', 'namespace') 
7787 -> 5603 # ('item.railcraft.part.turbine.blade', 'Railcraft:part.turbine.blade', 'namespace') 
7788 -> 5602 # ('item.railcraft.part.turbine.disk', 'Railcraft:part.turbine.disk', 'namespace') 
7789 -> 5601 # ('item.railcraft.part.turbine.rotor', 'Railcraft:part.turbine.rotor', 'namespace') 
7790 -> 5568 # ('item.railcraft.borehead.diamond', 'Railcraft:borehead.diamond', 'namespace') 
7791 -> 5570 # ('item.railcraft.borehead.iron', 'Railcraft:borehead.iron', 'namespace') 
7792 -> 5569 # ('item.railcraft.borehead.steel', 'Railcraft:borehead.steel', 'namespace') 
7793 -> 5535 # ('item.railcraft.tool.crowbar', 'Railcraft:tool.crowbar', 'namespace') 
